Case ID,Parent Requirement ID,Document Source,Domain,Case Description,Expected Behavior,Implementation Evidence,Status
Spec v4.7::ENC-008,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-008 extracted from Spec v4.7,System must enforce contract rules specified under ENC-008,src/core/autogram_core/,PARTIAL
Spec v4.7::ENC-009,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-009 extracted from Spec v4.7,System must enforce contract rules specified under ENC-009,src/core/autogram_core/,PARTIAL
Spec v4.7::ENC-010,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case ENC-010 extracted from Spec v4.7,System must enforce contract rules specified under ENC-010,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-001,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-001 extracted from Spec v4.7,System must enforce contract rules specified under DEV-001,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-002,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-002 extracted from Spec v4.7,System must enforce contract rules specified under DEV-002,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-003,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-003 extracted from Spec v4.7,System must enforce contract rules specified under DEV-003,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-004,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-004 extracted from Spec v4.7,System must enforce contract rules specified under DEV-004,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-005,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-005 extracted from Spec v4.7,System must enforce contract rules specified under DEV-005,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-006,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-006 extracted from Spec v4.7,System must enforce contract rules specified under DEV-006,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-007,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-007 extracted from Spec v4.7,System must enforce contract rules specified under DEV-007,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-008,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-008 extracted from Spec v4.7,System must enforce contract rules specified under DEV-008,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-009,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-009 extracted from Spec v4.7,System must enforce contract rules specified under DEV-009,src/core/autogram_core/,PARTIAL
Spec v4.7::DEV-010,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case DEV-010 extracted from Spec v4.7,System must enforce contract rules specified under DEV-010,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-001,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-001 extracted from Spec v4.7,System must enforce contract rules specified under CAP-001,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-002,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-002 extracted from Spec v4.7,System must enforce contract rules specified under CAP-002,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-003,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-003 extracted from Spec v4.7,System must enforce contract rules specified under CAP-003,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-004,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-004 extracted from Spec v4.7,System must enforce contract rules specified under CAP-004,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-005,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-005 extracted from Spec v4.7,System must enforce contract rules specified under CAP-005,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-006,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-006 extracted from Spec v4.7,System must enforce contract rules specified under CAP-006,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-007,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-007 extracted from Spec v4.7,System must enforce contract rules specified under CAP-007,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-008,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-008 extracted from Spec v4.7,System must enforce contract rules specified under CAP-008,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-009,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-009 extracted from Spec v4.7,System must enforce contract rules specified under CAP-009,src/core/autogram_core/,PARTIAL
Spec v4.7::CAP-010,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case CAP-010 extracted from Spec v4.7,System must enforce contract rules specified under CAP-010,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-001,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-001 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-001,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-002,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-002 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-002,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-003,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-003 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-003,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-004,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-004 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-004,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-005,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-005 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-005,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-006,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-006 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-006,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-007,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-007 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-007,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-008,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-008 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-008,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-009,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-009 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-009,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-010,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-010 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-010,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-011,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-011 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-011,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-012,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-012 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-012,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-013,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-013 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-013,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-014,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-014 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-014,src/core/autogram_core/,PARTIAL
Spec v4.7::AUTO-015,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AUTO-015 extracted from Spec v4.7,System must enforce contract rules specified under AUTO-015,src/core/autogram_core/,PARTIAL
Spec v4.7::GPU-001,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case GPU-001 extracted from Spec v4.7,System must enforce contract rules specified under GPU-001,src/core/autogram_core/,PARTIAL
Spec v4.7::GPU-002,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case GPU-002 extracted from Spec v4.7,System must enforce contract rules specified under GPU-002,src/core/autogram_core/,PARTIAL
Spec v4.7::GPU-003,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case GPU-003 extracted from Spec v4.7,System must enforce contract rules specified under GPU-003,src/core/autogram_core/,PARTIAL
Spec v4.7::GPU-004,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case GPU-004 extracted from Spec v4.7,System must enforce contract rules specified under GPU-004,src/core/autogram_core/,PARTIAL
Spec v4.7::GPU-005,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case GPU-005 extracted from Spec v4.7,System must enforce contract rules specified under GPU-005,src/core/autogram_core/,PARTIAL
Spec v4.7::GPU-006,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case GPU-006 extracted from Spec v4.7,System must enforce contract rules specified under GPU-006,src/core/autogram_core/,PARTIAL
Spec v4.7::GPU-007,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case GPU-007 extracted from Spec v4.7,System must enforce contract rules specified under GPU-007,src/core/autogram_core/,PARTIAL
Spec v4.7::GPU-008,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case GPU-008 extracted from Spec v4.7,System must enforce contract rules specified under GPU-008,src/core/autogram_core/,PARTIAL
Spec v4.7::RC-001,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case RC-001 extracted from Spec v4.7,System must enforce contract rules specified under RC-001,src/core/autogram_core/,PARTIAL
Spec v4.7::RC-002,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case RC-002 extracted from Spec v4.7,System must enforce contract rules specified under RC-002,src/core/autogram_core/,PARTIAL
Spec v4.7::RC-003,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case RC-003 extracted from Spec v4.7,System must enforce contract rules specified under RC-003,src/core/autogram_core/,PARTIAL
Spec v4.7::RC-004,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case RC-004 extracted from Spec v4.7,System must enforce contract rules specified under RC-004,src/core/autogram_core/,PARTIAL
Spec v4.7::RC-005,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case RC-005 extracted from Spec v4.7,System must enforce contract rules specified under RC-005,src/core/autogram_core/,PARTIAL
Spec v4.7::RC-006,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case RC-006 extracted from Spec v4.7,System must enforce contract rules specified under RC-006,src/core/autogram_core/,PARTIAL
Spec v4.7::RC-007,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case RC-007 extracted from Spec v4.7,System must enforce contract rules specified under RC-007,src/core/autogram_core/,PARTIAL
Spec v4.7::RC-008,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case RC-008 extracted from Spec v4.7,System must enforce contract rules specified under RC-008,src/core/autogram_core/,PARTIAL
Spec v4.7::HDR-001,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case HDR-001 extracted from Spec v4.7,System must enforce contract rules specified under HDR-001,src/core/autogram_core/,PARTIAL
Spec v4.7::HDR-002,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case HDR-002 extracted from Spec v4.7,System must enforce contract rules specified under HDR-002,src/core/autogram_core/,PARTIAL
Spec v4.7::HDR-003,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case HDR-003 extracted from Spec v4.7,System must enforce contract rules specified under HDR-003,src/core/autogram_core/,PARTIAL
Spec v4.7::HDR-004,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case HDR-004 extracted from Spec v4.7,System must enforce contract rules specified under HDR-004,src/core/autogram_core/,PARTIAL
Spec v4.7::HDR-005,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case HDR-005 extracted from Spec v4.7,System must enforce contract rules specified under HDR-005,src/core/autogram_core/,PARTIAL
Spec v4.7::HDR-006,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case HDR-006 extracted from Spec v4.7,System must enforce contract rules specified under HDR-006,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-001,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-001 extracted from Spec v4.7,System must enforce contract rules specified under VAL-001,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-002,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-002 extracted from Spec v4.7,System must enforce contract rules specified under VAL-002,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-003,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-003 extracted from Spec v4.7,System must enforce contract rules specified under VAL-003,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-004,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-004 extracted from Spec v4.7,System must enforce contract rules specified under VAL-004,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-005,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-005 extracted from Spec v4.7,System must enforce contract rules specified under VAL-005,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-006,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-006 extracted from Spec v4.7,System must enforce contract rules specified under VAL-006,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-007,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-007 extracted from Spec v4.7,System must enforce contract rules specified under VAL-007,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-008,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-008 extracted from Spec v4.7,System must enforce contract rules specified under VAL-008,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-009,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-009 extracted from Spec v4.7,System must enforce contract rules specified under VAL-009,src/core/autogram_core/,PARTIAL
Spec v4.7::VAL-010,AUD-V41-CAP-001,Spec v4.7,v4.7,Explicit specification requirement case VAL-010 extracted from Spec v4.7,System must enforce contract rules specified under VAL-010,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-001,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-001 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-001,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-002,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-002 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-002,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-003,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-003 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-003,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-004,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-004 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-004,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-005,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-005 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-005,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-006,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-006 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-006,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-007,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-007 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-007,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-008,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-008 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-008,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-009,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-009 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-009,src/core/autogram_core/,PARTIAL
Spec v4.7::FAIL-010,AUD-V45-RATE-001,Spec v4.7,v4.7,Explicit specification requirement case FAIL-010 extracted from Spec v4.7,System must enforce contract rules specified under FAIL-010,src/core/autogram_core/,PARTIAL
Spec v4.7::ALB-001,AUD-V46-ALB-001,Spec v4.7,v4.7,Explicit specification requirement case ALB-001 extracted from Spec v4.7,System must enforce contract rules specified under ALB-001,src/core/autogram_core/,PARTIAL
Spec v4.7::ALB-002,AUD-V46-ALB-001,Spec v4.7,v4.7,Explicit specification requirement case ALB-002 extracted from Spec v4.7,System must enforce contract rules specified under ALB-002,src/core/autogram_core/,PARTIAL
Spec v4.7::ALB-003,AUD-V46-ALB-001,Spec v4.7,v4.7,Explicit specification requirement case ALB-003 extracted from Spec v4.7,System must enforce contract rules specified under ALB-003,src/core/autogram_core/,PARTIAL
Spec v4.7::ALB-004,AUD-V46-ALB-001,Spec v4.7,v4.7,Explicit specification requirement case ALB-004 extracted from Spec v4.7,System must enforce contract rules specified under ALB-004,src/core/autogram_core/,PARTIAL
Spec v4.7::ALB-005,AUD-V46-ALB-001,Spec v4.7,v4.7,Explicit specification requirement case ALB-005 extracted from Spec v4.7,System must enforce contract rules specified under ALB-005,src/core/autogram_core/,PARTIAL
Spec v4.7::ALB-006,AUD-V46-ALB-001,Spec v4.7,v4.7,Explicit specification requirement case ALB-006 extracted from Spec v4.7,System must enforce contract rules specified under ALB-006,src/core/autogram_core/,PARTIAL
Spec v4.7::ALB-007,AUD-V46-ALB-001,Spec v4.7,v4.7,Explicit specification requirement case ALB-007 extracted from Spec v4.7,System must enforce contract rules specified under ALB-007,src/core/autogram_core/,PARTIAL
Spec v4.7::ALB-008,AUD-V46-ALB-001,Spec v4.7,v4.7,Explicit specification requirement case ALB-008 extracted from Spec v4.7,System must enforce contract rules specified under ALB-008,src/core/autogram_core/,PARTIAL
Spec v4.7::OVR-001,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case OVR-001 extracted from Spec v4.7,System must enforce contract rules specified under OVR-001,src/core/autogram_core/,PARTIAL
Spec v4.7::OVR-002,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case OVR-002 extracted from Spec v4.7,System must enforce contract rules specified under OVR-002,src/core/autogram_core/,PARTIAL
Spec v4.7::OVR-003,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case OVR-003 extracted from Spec v4.7,System must enforce contract rules specified under OVR-003,src/core/autogram_core/,PARTIAL
Spec v4.7::OVR-004,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case OVR-004 extracted from Spec v4.7,System must enforce contract rules specified under OVR-004,src/core/autogram_core/,PARTIAL
Spec v4.7::OVR-005,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case OVR-005 extracted from Spec v4.7,System must enforce contract rules specified under OVR-005,src/core/autogram_core/,PARTIAL
Spec v4.7::AND-001,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AND-001 extracted from Spec v4.7,System must enforce contract rules specified under AND-001,src/core/autogram_core/,PARTIAL
Spec v4.7::AND-002,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AND-002 extracted from Spec v4.7,System must enforce contract rules specified under AND-002,src/core/autogram_core/,PARTIAL
Spec v4.7::AND-003,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AND-003 extracted from Spec v4.7,System must enforce contract rules specified under AND-003,src/core/autogram_core/,PARTIAL
Spec v4.7::AND-004,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AND-004 extracted from Spec v4.7,System must enforce contract rules specified under AND-004,src/core/autogram_core/,PARTIAL
Spec v4.7::AND-005,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AND-005 extracted from Spec v4.7,System must enforce contract rules specified under AND-005,src/core/autogram_core/,PARTIAL
Spec v4.7::AND-006,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AND-006 extracted from Spec v4.7,System must enforce contract rules specified under AND-006,src/core/autogram_core/,PARTIAL
Spec v4.7::AND-007,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AND-007 extracted from Spec v4.7,System must enforce contract rules specified under AND-007,src/core/autogram_core/,PARTIAL
Spec v4.7::AND-008,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AND-008 extracted from Spec v4.7,System must enforce contract rules specified under AND-008,src/core/autogram_core/,PARTIAL
Spec v4.7::SEC-001,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case SEC-001 extracted from Spec v4.7,System must enforce contract rules specified under SEC-001,src/core/autogram_core/,PARTIAL
Spec v4.7::SEC-002,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case SEC-002 extracted from Spec v4.7,System must enforce contract rules specified under SEC-002,src/core/autogram_core/,PARTIAL
Spec v4.7::SEC-003,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case SEC-003 extracted from Spec v4.7,System must enforce contract rules specified under SEC-003,src/core/autogram_core/,PARTIAL
Spec v4.7::SEC-004,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case SEC-004 extracted from Spec v4.7,System must enforce contract rules specified under SEC-004,src/core/autogram_core/,PARTIAL
Spec v4.7::AI-001,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AI-001 extracted from Spec v4.7,System must enforce contract rules specified under AI-001,src/core/autogram_core/,PARTIAL
Spec v4.7::AI-002,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AI-002 extracted from Spec v4.7,System must enforce contract rules specified under AI-002,src/core/autogram_core/,PARTIAL
Spec v4.7::AI-003,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AI-003 extracted from Spec v4.7,System must enforce contract rules specified under AI-003,src/core/autogram_core/,PARTIAL
Spec v4.7::AI-004,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AI-004 extracted from Spec v4.7,System must enforce contract rules specified under AI-004,src/core/autogram_core/,PARTIAL
Spec v4.7::AI-005,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AI-005 extracted from Spec v4.7,System must enforce contract rules specified under AI-005,src/core/autogram_core/,PARTIAL
Spec v4.7::AI-006,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AI-006 extracted from Spec v4.7,System must enforce contract rules specified under AI-006,src/core/autogram_core/,PARTIAL
Spec v4.7::AI-007,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AI-007 extracted from Spec v4.7,System must enforce contract rules specified under AI-007,src/core/autogram_core/,PARTIAL
Spec v4.7::AI-008,AUD-V47-ENC-001,Spec v4.7,v4.7,Explicit specification requirement case AI-008 extracted from Spec v4.7,System must enforce contract rules specified under AI-008,src/core/autogram_core/,PARTIAL
